pipeline_name,input_records,output_records,data_size_mb,execution_time_min,expected_time_min,cpu_utilization,memory_utilization,source_delay_min,retry_count,previous_run_duration,previous_failure_count,worker_count,day_of_week,hour,pipeline_failed
orders_daily,849905,830295,1556.7,22.69,28,35.4,62.9,2.1,0,20.59,1,4,Thursday,23,0
orders_daily,1077314,1073231,1986.7,34.65,28,58.0,92.0,5.3,2,31.15,0,6,Tuesday,7,0
orders_daily,913885,939958,1914.0,24.46,28,23.6,78.8,8.2,1,24.32,0,6,Friday,9,0
inventory_daily,452785,446848,836.3,27.43,22,78.4,49.8,1.0,0,20.58,0,4,Tuesday,5,0
products_daily,261666,261421,580.0,20.68,18,48.6,41.6,3.6,0,17.63,1,6,Saturday,3,0
inventory_daily,301709,303748,712.9,23.19,22,42.4,46.9,1.7,0,22.31,0,8,Saturday,3,0
products_daily,369862,374527,738.1,19.74,18,31.3,67.9,8.7,2,16.46,1,4,Wednesday,6,0
inventory_daily,605090,599658,1106.9,20.24,22,44.4,34.2,1.4,0,18.97,0,4,Friday,9,0
customer_daily,1030557,1001395,1623.5,24.86,25,48.2,99.0,7.8,0,26.26,0,6,Thursday,4,0
sales_daily,746460,782355,1198.9,28.42,30,40.6,73.9,10.4,0,24.94,0,4,Wednesday,17,0
inventory_daily,433320,440831,629.2,22.02,22,38.5,45.8,1.4,0,22.58,1,4,Tuesday,4,0
customer_daily,428813,429581,672.9,20.46,25,34.3,20.0,6.0,0,21.27,0,6,Monday,4,0
inventory_daily,595996,612427,990.2,24.15,22,57.7,85.6,4.6,2,20.56,0,4,Friday,15,0
orders_daily,1031368,1042226,1563.3,35.31,28,55.7,76.8,5.2,0,34.19,0,2,Thursday,16,0
customer_daily,851731,849084,1900.9,25.76,25,36.0,84.6,3.4,0,27.09,0,4,Monday,9,0
customer_daily,530836,503835,1001.9,33.83,25,64.3,73.9,5.8,0,35.71,0,6,Monday,5,0
products_daily,342981,343875,695.6,22.74,18,64.8,59.2,13.6,0,18.01,0,2,Thursday,3,0
sales_daily,716473,711294,1258.4,40.61,30,67.0,83.5,3.7,1,44.17,0,2,Tuesday,7,0
customer_daily,824683,820032,1203.3,23.22,25,19.5,62.5,7.9,0,19.77,0,8,Thursday,20,0
orders_daily,996518,1011321,2042.0,22.25,28,15.9,72.4,0.7,2,17.26,0,6,Monday,11,0
payments_daily,241101,234491,474.4,39.81,32,61.3,41.9,6.8,0,34.99,0,4,Tuesday,19,0
orders_daily,876384,897398,1432.8,34.54,28,63.7,69.7,14.7,0,24.96,0,2,Monday,5,0
payments_daily,213632,209264,383.0,33.8,32,39.8,47.2,4.6,0,23.05,0,6,Wednesday,11,0
products_daily,230203,231310,439.5,13.71,18,15.0,20.0,5.5,0,10.49,0,4,Wednesday,2,0
orders_daily,701496,720183,1416.8,29.22,28,42.9,61.9,2.4,0,21.3,0,6,Thursday,10,0
sales_daily,697449,713489,1033.7,28.06,30,31.8,,7.4,1,26.04,0,4,Tuesday,9,0
sales_daily,757970,772188,1704.8,36.02,30,67.3,69.5,4.1,0,34.59,0,2,Friday,6,1
sales_daily,826333,815722,1538.6,34.9,30,62.8,66.6,3.5,0,28.98,0,2,Wednesday,9,0
inventory_daily,511454,523786,752.6,20.41,22,61.8,64.5,3.4,0,17.18,1,4,Tuesday,8,0
payments_daily,348329,349074,483.3,27.45,32,21.6,34.5,9.2,3,26.12,0,4,Wednesday,6,0
sales_daily,853181,869175,1401.6,25.02,30,22.9,60.7,1.0,0,30.9,0,4,Wednesday,3,0
inventory_daily,375020,375256,560.6,19.85,22,40.3,20.0,6.5,1,19.17,0,2,Monday,7,0
sales_daily,811708,787067,1862.0,30.51,30,42.7,70.8,1.8,0,23.62,0,6,Wednesday,18,0
orders_daily,1158202,1132541,1753.2,26.84,28,40.8,88.2,3.4,1,20.56,0,6,Monday,3,0
orders_daily,870155,873597,1841.1,19.92,28,21.2,50.1,4.3,2,19.16,1,4,Wednesday,2,0
products_daily,329680,334949,659.4,23.79,18,63.2,64.1,6.5,2,25.19,0,6,Sunday,14,0
products_daily,324097,327438,623.6,13.61,18,25.0,35.6,9.9,0,9.41,0,6,Friday,18,0
products_daily,351736,359790,643.6,14.93,18,29.2,39.0,6.2,0,13.39,0,2,Wednesday,20,0
sales_daily,845942,856693,1581.9,27.99,30,27.4,80.6,2.8,0,18.32,0,4,Saturday,7,0
orders_daily,1052165,1031637,2280.2,24.48,28,24.6,84.6,6.9,0,21.89,0,2,Monday,4,0
inventory_daily,550729,554630,1045.3,20.74,22,33.7,71.3,1.4,0,17.4,0,6,Monday,2,0
sales_daily,905165,905425,1285.2,30.27,30,34.1,76.9,3.8,0,22.15,0,4,Thursday,5,0
orders_daily,979582,973570,2129.1,27.37,28,49.8,89.2,11.5,0,25.56,1,8,Friday,5,0
products_daily,239592,242582,383.3,14.15,18,15.0,28.5,8.3,0,9.88,0,4,Saturday,4,0
customer_daily,497800,502164,796.2,22.61,25,63.8,54.1,2.0,0,25.44,0,4,Friday,9,0
orders_daily,836419,837603,1324.6,25.4,28,31.3,64.5,2.4,0,27.69,0,2,Saturday,5,0
inventory_daily,655164,660613,1091.7,17.14,22,35.4,45.3,8.3,1,16.53,1,6,Sunday,0,0
customer_daily,627685,642016,1288.6,18.55,25,33.9,63.1,7.3,0,19.15,0,8,Sunday,19,0
sales_daily,849529,886947,1792.4,26.68,30,19.2,70.4,2.5,0,26.68,0,4,Tuesday,11,0
products_daily,181961,181239,439.1,16.64,18,46.4,31.1,1.3,0,14.29,0,4,Tuesday,4,0
payments_daily,363561,363069,708.9,54.84,32,99.0,69.4,11.8,0,54.16,0,4,Monday,3,1
customer_daily,661168,670162,1018.9,29.41,25,81.4,77.6,4.4,0,25.19,0,8,Tuesday,6,0
inventory_daily,232668,232249,427.5,26.17,22,46.2,45.8,5.7,0,18.77,0,4,Tuesday,5,0
orders_daily,952360,941764,2010.9,25.93,28,43.1,86.6,12.7,0,29.52,1,4,Saturday,11,0
customer_daily,435372,428792,637.0,37.54,25,88.0,73.6,2.2,2,31.28,0,2,Friday,5,0
orders_daily,769437,789311,1531.3,30.38,28,47.3,65.5,13.9,0,30.29,0,4,Friday,5,0
orders_daily,1079004,1060171,1645.0,30.88,28,46.9,75.1,8.9,0,30.59,0,6,Friday,7,0
customer_daily,670468,670646,1179.4,27.15,25,56.3,52.3,6.1,0,25.14,0,4,Monday,4,0
customer_daily,591701,574758,959.2,29.98,25,62.9,70.2,4.0,0,26.63,0,2,Sunday,4,0
orders_daily,803866,815386,1616.9,29.55,28,61.6,65.8,7.0,0,28.09,1,6,Saturday,5,0
payments_daily,320740,328204,532.9,33.62,32,18.4,35.8,5.4,0,29.81,0,6,Sunday,6,0
customer_daily,670915,685801,1155.4,30.44,25,56.7,60.9,2.6,0,25.81,0,6,Sunday,15,0
orders_daily,683884,711386,1269.7,27.64,28,32.8,75.9,0.9,1,26.68,1,4,Sunday,20,0
sales_daily,979906,980964,1562.8,19.41,30,25.1,46.9,9.5,1,19.43,0,2,Friday,22,0
orders_daily,693438,706503,1426.2,29.62,28,50.4,69.2,13.7,0,26.18,1,2,Thursday,2,0
sales_daily,523670,530580,749.2,19.86,30,28.4,25.9,9.2,2,17.79,1,4,Thursday,3,0
orders_daily,1078407,1064793,1772.2,26.13,28,34.1,74.0,3.4,0,24.15,0,4,Tuesday,17,0
sales_daily,730092,730836,1276.9,32.2,30,47.7,55.1,0.7,4,35.71,0,2,Tuesday,6,0
orders_daily,912682,888687,2139.6,29.91,28,51.9,86.5,3.1,0,23.57,0,6,Thursday,3,0
products_daily,339277,326631,538.8,15.95,18,39.6,20.0,2.2,0,16.28,0,2,Sunday,4,0
inventory_daily,428056,424999,755.9,15.63,22,15.0,37.2,4.7,0,16.07,0,6,Wednesday,17,0
products_daily,308228,308109,640.8,14.26,18,28.3,20.0,4.7,0,12.0,0,4,Friday,3,0
customer_daily,734267,726389,1070.2,16.0,25,15.0,40.8,15.3,0,16.94,0,4,Thursday,6,0
orders_daily,1195782,1206594,2432.7,21.1,28,30.5,69.4,0.4,0,16.22,0,8,Tuesday,2,0
products_daily,269336,263715,443.6,15.19,18,41.8,40.9,5.2,3,13.16,0,8,Friday,23,0
orders_daily,816669,833179,1297.3,27.06,28,39.0,65.1,0.8,0,22.8,0,2,Saturday,3,0
sales_daily,890132,898870,1393.3,33.5,30,63.1,77.2,8.6,1,31.2,0,6,Thursday,5,0
orders_daily,937546,914182,1875.4,25.76,28,47.7,78.0,7.7,0,23.18,0,4,Monday,13,0
customer_daily,632185,633403,1173.2,26.49,25,56.7,54.6,7.4,0,27.36,0,6,Tuesday,4,0
products_daily,395561,400348,756.1,17.42,18,32.4,51.0,9.1,0,12.28,1,4,Tuesday,3,0
customer_daily,431283,432781,797.3,37.83,25,82.2,82.6,2.3,1,34.0,0,6,Sunday,3,0
orders_daily,644085,638904,943.6,21.06,28,38.0,57.4,2.7,0,19.9,0,4,Friday,1,0
products_daily,199747,210694,369.3,27.3,18,82.1,29.7,4.8,0,21.17,0,4,Tuesday,18,0
products_daily,372100,377852,742.8,15.33,18,49.3,37.0,5.5,2,15.72,0,4,Sunday,22,0
sales_daily,882355,885351,1532.8,33.78,30,57.7,69.1,5.7,0,33.44,0,6,Friday,18,0
customer_daily,471803,475613,887.8,21.57,25,29.6,41.2,5.1,3,19.37,1,6,Sunday,5,0
customer_daily,634005,613948,1207.3,21.96,25,25.9,52.6,9.9,0,17.56,1,4,Tuesday,21,0
inventory_daily,497232,502236,807.9,22.53,22,67.2,54.4,1.3,0,22.62,0,6,Tuesday,0,0
inventory_daily,279078,274695,508.6,17.7,22,15.0,24.7,8.9,0,18.53,1,4,Saturday,2,0
products_daily,311296,316094,565.8,17.52,18,28.5,35.9,0.4,0,17.26,0,6,Sunday,4,0
inventory_daily,382245,371368,701.6,22.94,22,58.2,63.9,2.5,0,22.0,0,8,Tuesday,4,0
customer_daily,741866,748817,1740.7,16.03,25,24.9,63.7,3.0,1,14.11,1,4,Saturday,8,0
customer_daily,500897,496231,1069.0,19.51,25,23.0,49.3,21.1,0,15.29,0,4,Friday,7,0
products_daily,313149,325633,654.8,15.31,18,53.4,29.4,0.4,0,15.63,0,8,Friday,20,0
sales_daily,1007131,991878,1710.3,46.31,30,81.0,99.0,9.5,0,34.21,0,4,Tuesday,5,0
payments_daily,418219,434115,779.5,26.78,32,30.7,52.1,6.3,0,28.32,0,8,Monday,4,0
customer_daily,715931,723254,1489.2,26.1,25,51.4,62.5,1.2,0,26.8,0,4,Friday,8,0
products_daily,295119,304931,477.0,22.11,18,66.9,72.0,4.1,1,24.49,0,4,Wednesday,23,0
payments_daily,244992,238965,479.4,28.66,32,43.4,40.2,12.0,0,26.61,0,6,Sunday,7,0
orders_daily,820962,827766,1589.8,24.26,28,35.2,63.9,22.5,0,13.54,0,4,Thursday,3,0
orders_daily,859318,869909,1284.7,29.46,28,54.5,63.2,1.6,2,30.69,0,4,Saturday,22,0
orders_daily,846391,840335,1966.0,23.54,28,16.0,69.9,12.0,0,22.74,0,6,Friday,22,0
customer_daily,450642,455226,776.4,28.68,25,29.3,51.5,7.1,0,26.09,0,4,Monday,21,0
sales_daily,869509,838797,1618.0,36.13,30,60.0,76.0,4.4,0,36.8,0,6,Monday,3,0
inventory_daily,381908,384217,524.4,22.82,22,38.7,40.6,9.5,2,16.96,0,6,Thursday,9,0
customer_daily,850994,846468,1740.8,30.76,25,56.8,99.0,11.0,0,26.51,0,6,Friday,13,0
sales_daily,823683,826734,2016.6,35.71,30,55.4,99.0,0.4,0,36.95,0,4,Monday,4,0
sales_daily,956682,932611,1771.3,25.09,30,33.3,60.8,3.2,1,24.22,0,6,Wednesday,3,0
payments_daily,417101,415016,716.2,20.66,32,35.1,25.6,0.9,0,19.64,0,2,Tuesday,9,0
inventory_daily,707793,719089,1140.6,13.44,22,15.0,43.5,3.9,0,10.27,0,6,Tuesday,3,1
orders_daily,932738,937673,1840.7,31.62,28,48.5,81.9,3.4,0,22.04,0,4,Friday,3,0
orders_daily,829788,783720,1750.3,24.14,28,30.7,72.4,3.1,0,21.18,0,6,Sunday,17,0
orders_daily,833258,823115,1567.7,26.69,28,26.7,61.0,2.2,0,23.17,0,4,Monday,4,0
inventory_daily,649610,658112,1397.9,27.13,22,59.3,76.7,5.9,0,21.52,0,4,Monday,15,0
payments_daily,257583,256583,368.3,29.36,32,42.3,30.4,2.9,0,22.75,0,8,Tuesday,6,0
orders_daily,741937,758644,1458.2,26.12,28,49.9,80.4,4.4,0,23.21,0,6,Tuesday,3,0
orders_daily,942658,924414,1889.5,26.04,28,18.8,87.1,1.3,0,27.38,0,4,Thursday,23,0
orders_daily,872496,860111,1682.1,23.9,28,15.0,68.5,6.0,1,19.1,0,6,Tuesday,21,0
payments_daily,417735,413772,728.3,29.03,32,37.1,46.3,7.4,1,29.59,0,2,Tuesday,12,0
payments_daily,256291,261294,554.9,40.83,32,56.7,61.9,0.9,2,41.11,0,4,Wednesday,3,0
payments_daily,345313,336545,697.9,26.5,32,41.5,34.5,8.9,1,19.22,0,8,Wednesday,11,0
inventory_daily,481298,479558,879.4,23.59,22,49.1,55.7,11.5,1,21.0,0,4,Saturday,4,0
customer_daily,510608,505059,950.3,29.15,25,59.3,60.4,9.2,0,23.94,0,6,Monday,5,0
orders_daily,1058158,1076303,2165.2,35.4,28,49.2,99.0,5.6,0,28.71,0,4,Monday,3,0
inventory_daily,490821,479342,1184.2,30.38,22,67.7,73.6,24.1,1,26.59,0,4,Monday,4,1
sales_daily,778548,791043,1278.1,28.74,30,50.4,58.9,9.1,0,23.5,0,6,Sunday,13,0
sales_daily,668047,645974,1417.3,33.65,30,56.8,76.4,4.1,1,31.5,0,4,Wednesday,5,0
payments_daily,324109,320133,589.2,33.97,32,29.4,43.7,8.4,0,34.8,0,6,Wednesday,23,0
sales_daily,636539,635812,865.5,39.42,30,63.8,70.8,0.8,2,32.07,0,4,Saturday,5,1
payments_daily,410463,401843,775.7,31.82,32,71.2,51.4,2.5,0,32.76,0,6,Thursday,2,0
orders_daily,1085906,1066693,1895.2,37.68,28,80.4,97.2,4.9,0,35.1,0,2,Sunday,15,0
sales_daily,1068809,1116839,1717.7,35.48,30,43.3,77.6,16.0,1,25.8,0,2,Monday,19,0
orders_daily,978129,945521,1898.7,25.75,28,31.3,65.2,12.1,0,21.89,0,2,Friday,11,0
products_daily,279646,280575,630.1,14.97,18,30.5,45.8,10.4,4,15.03,0,6,Tuesday,19,0
inventory_daily,453103,451073,868.1,20.23,22,36.0,57.3,7.3,0,19.61,0,4,Tuesday,5,0
customer_daily,713784,694219,1328.7,23.54,25,45.3,68.0,2.2,0,16.3,0,4,Friday,15,0
payments_daily,364060,357187,554.0,25.25,32,31.8,40.6,2.4,2,22.11,0,4,Wednesday,6,0
customer_daily,627352,615087,961.3,25.33,25,46.3,63.7,4.5,0,19.77,1,2,Thursday,0,0
inventory_daily,473792,470534,932.0,21.58,22,42.7,54.7,5.9,3,15.04,0,6,Monday,4,0
inventory_daily,617119,597475,1089.3,16.44,22,15.0,39.0,3.3,1,14.83,0,4,Wednesday,5,0
inventory_daily,456815,466834,745.9,16.17,22,32.4,41.3,3.8,0,12.53,0,2,Tuesday,4,0
sales_daily,1015468,1030843,1630.0,32.9,30,54.1,85.7,1.5,0,34.15,0,2,Thursday,3,0
products_daily,310928,314828,553.1,19.38,18,45.5,43.9,6.0,0,14.34,0,2,Monday,19,0
customer_daily,602175,591389,994.0,22.52,25,38.9,50.0,1.8,0,18.4,0,2,Saturday,4,0
orders_daily,758651,750207,1335.7,23.47,28,15.0,58.5,2.8,1,24.73,0,4,Sunday,5,0
sales_daily,775276,771143,1784.3,35.14,30,55.5,83.4,1.2,1,30.82,0,2,Sunday,2,0
orders_daily,990605,960763,2032.7,23.47,28,24.0,80.7,2.1,1,21.67,0,4,Sunday,9,0
orders_daily,832137,823244,1501.3,32.43,28,65.5,69.6,1.0,0,33.93,0,2,Wednesday,21,0
inventory_daily,585033,594060,1043.8,29.48,22,70.6,74.9,3.7,1,26.82,0,4,Tuesday,4,0
sales_daily,731686,760292,1224.4,35.99,30,46.2,62.9,9.0,0,33.63,0,4,Tuesday,3,0
orders_daily,877538,860770,1365.2,21.71,28,35.8,45.2,10.1,0,22.31,0,4,Saturday,0,0
orders_daily,668395,652514,1159.3,23.71,28,24.0,62.8,5.8,0,18.54,0,8,Tuesday,10,0
customer_daily,722731,740744,1234.7,22.67,25,50.5,46.7,4.0,0,20.03,0,2,Saturday,5,0
inventory_daily,473282,479849,807.2,22.4,22,57.4,57.5,1.3,4,22.4,0,4,Tuesday,6,0
payments_daily,460520,466160,992.4,33.05,32,39.2,54.1,4.5,0,25.08,0,8,Friday,3,0
customer_daily,741625,749920,1183.4,20.35,25,38.0,36.1,14.9,0,12.8,0,4,Tuesday,4,0
customer_daily,660984,673929,1107.1,30.42,25,53.7,62.7,6.4,0,28.49,0,6,Monday,2,0
orders_daily,1120531,1093910,2409.7,31.63,28,53.7,99.0,11.1,0,31.18,0,6,Saturday,3,0
orders_daily,972919,964864,1944.4,27.24,28,55.3,76.2,2.6,0,22.18,0,4,Thursday,16,0
sales_daily,961321,969092,2001.2,27.35,30,55.0,65.0,2.1,0,28.76,0,2,Saturday,2,0
sales_daily,662020,661318,1335.0,32.08,30,49.1,61.7,7.7,0,26.1,0,4,Friday,3,0
inventory_daily,546118,537354,1075.9,20.95,22,16.1,56.4,2.6,0,14.21,1,6,Monday,4,0
orders_daily,990489,950267,1665.1,28.36,28,52.5,83.4,8.5,2,26.76,0,4,Monday,12,0
orders_daily,621946,622912,1121.2,29.17,28,67.9,62.1,7.2,2,21.87,0,4,Saturday,15,0
payments_daily,455463,446364,696.7,27.11,32,15.0,51.7,0.9,0,,1,4,Tuesday,20,0
products_daily,230380,230690,424.6,27.66,18,76.6,65.8,3.7,0,23.23,0,2,Tuesday,14,0
customer_daily,481134,475812,934.0,22.14,25,25.9,53.3,1.7,0,22.3,0,4,Friday,10,0
products_daily,129078,126176,256.6,15.99,18,34.5,20.0,3.9,0,15.31,0,4,Wednesday,5,0
products_daily,328431,329784,669.0,14.43,18,48.1,36.2,2.7,0,13.81,0,8,Tuesday,4,0
sales_daily,537109,537621,1040.3,28.69,30,43.5,46.8,7.8,1,31.32,0,4,Thursday,5,0
orders_daily,806954,791277,1425.5,37.72,28,57.5,86.0,8.6,0,38.87,0,4,Monday,6,0
orders_daily,1050816,1048843,1486.5,22.98,28,34.8,46.7,7.4,0,23.13,0,8,Friday,6,0
orders_daily,934569,906709,1566.0,28.8,28,33.6,66.2,3.0,0,25.27,0,4,Wednesday,4,1
sales_daily,700208,699978,1677.1,36.65,30,51.6,85.7,5.4,0,33.75,0,4,Wednesday,4,0
products_daily,204559,203053,259.8,13.68,18,22.4,22.4,9.7,0,12.06,0,4,Friday,22,0
payments_daily,342467,340610,435.2,33.12,32,49.2,41.9,3.1,0,26.87,0,4,Sunday,21,0
orders_daily,1053949,1042978,2376.4,30.09,28,69.7,77.8,7.3,0,23.02,0,6,Saturday,1,0
inventory_daily,570083,570602,1315.8,28.43,22,53.1,72.7,5.1,0,28.8,0,4,Tuesday,4,0
inventory_daily,678678,682196,1407.1,22.56,22,50.6,72.1,4.5,0,20.05,0,6,Wednesday,2,0
payments_daily,304257,304762,755.4,34.54,32,57.6,50.0,3.1,0,37.32,0,6,Saturday,18,0
inventory_daily,368296,372395,789.4,15.96,22,31.8,45.3,3.1,0,14.09,0,4,Saturday,2,0
orders_daily,955791,953147,1546.6,32.42,28,60.0,70.2,4.2,0,26.13,0,2,Saturday,5,0
products_daily,312685,317574,630.4,24.95,18,77.1,67.1,0.4,0,,0,4,Friday,3,0
inventory_daily,499514,490409,787.9,27.03,22,63.8,57.6,10.9,0,27.66,1,6,Wednesday,18,0
customer_daily,552968,564077,1072.0,23.63,25,44.8,29.6,2.6,0,19.65,0,6,Sunday,20,0
orders_daily,422391,431349,896.4,27.26,28,37.2,68.7,12.7,1,21.02,0,6,Monday,4,0
sales_daily,638941,662704,1424.0,29.98,30,54.1,77.9,3.6,0,26.11,0,8,Monday,2,0
payments_daily,388994,382554,560.1,47.65,32,86.5,53.3,5.9,3,38.85,2,4,Monday,19,1
sales_daily,845434,859245,1257.9,40.61,30,71.1,94.5,0.9,0,38.06,0,6,Tuesday,9,0
customer_daily,775484,758070,1697.6,21.46,25,34.5,64.0,4.6,0,16.53,0,4,Friday,6,0
sales_daily,855229,832060,1794.3,25.22,30,21.1,79.7,1.8,0,26.25,0,6,Friday,3,0
sales_daily,917762,907779,1418.7,37.89,30,68.4,91.3,5.0,0,37.14,0,4,Saturday,4,0
payments_daily,403531,399353,539.5,30.63,32,54.3,40.2,3.4,1,26.64,0,6,Tuesday,4,0
sales_daily,803276,807095,1506.3,32.82,30,60.1,74.5,2.5,0,27.62,0,6,Monday,6,0
inventory_daily,502749,499693,1093.3,23.62,22,45.1,70.5,11.3,2,18.77,0,4,Thursday,15,0
inventory_daily,209113,205814,238.7,29.51,22,71.9,58.8,5.2,0,24.16,0,6,Sunday,4,0
orders_daily,781814,794595,1478.5,22.67,28,31.9,88.1,9.5,0,20.79,0,4,Saturday,2,0
payments_daily,307061,303372,580.8,34.87,32,66.5,49.8,4.1,4,32.15,0,2,Friday,4,0
products_daily,293471,289259,696.1,24.17,18,79.9,74.3,2.4,0,15.46,0,4,Saturday,9,0
products_daily,244179,246056,427.7,28.4,18,84.4,72.7,2.6,0,27.79,0,4,Saturday,16,0
orders_daily,1068761,1067987,1796.0,31.33,28,51.0,59.5,4.7,0,34.89,0,2,Sunday,4,0
customer_daily,535403,541588,996.6,21.54,25,27.8,48.1,6.7,1,22.23,0,4,Monday,11,0
orders_daily,1098437,1119560,1727.8,27.43,28,54.6,65.3,2.4,0,26.19,0,4,Saturday,12,0
payments_daily,282719,281570,477.5,29.98,32,38.3,26.3,4.0,1,27.34,1,6,Friday,5,0
orders_daily,791319,772827,1452.6,35.08,28,68.9,,1.2,0,32.92,0,4,Friday,6,0
sales_daily,691230,677446,1176.4,33.6,30,57.2,69.3,2.7,0,29.97,0,4,Tuesday,6,0
inventory_daily,450376,450974,885.6,25.79,22,59.4,52.7,8.6,0,17.52,0,4,Thursday,15,0
inventory_daily,617863,605250,1181.6,22.57,22,41.2,68.8,7.3,1,20.88,0,8,Wednesday,3,0
sales_daily,747666,753574,1536.1,32.14,30,47.5,78.5,0.9,1,42.41,0,2,Friday,5,0
customer_daily,610784,613464,1492.5,24.51,25,50.1,75.0,7.6,0,20.44,0,4,Thursday,4,0
orders_daily,766476,751045,1197.5,27.38,28,35.6,61.3,4.3,0,29.68,0,2,Wednesday,1,0
customer_daily,616226,611159,992.9,18.28,25,21.1,34.2,12.6,2,16.47,0,6,Tuesday,2,0
orders_daily,938960,980213,1693.8,28.56,28,39.1,72.8,9.7,0,24.08,0,4,Tuesday,4,0
sales_daily,765574,786214,1332.3,35.39,30,57.3,89.9,3.7,0,31.26,0,6,Sunday,3,0
payments_daily,339479,357228,481.2,36.54,32,51.7,53.0,1.5,1,38.77,0,4,Saturday,4,0
inventory_daily,601603,621964,1048.4,23.0,22,39.5,66.2,8.2,0,22.74,0,6,Friday,19,1
payments_daily,369155,373883,642.5,32.02,32,51.5,53.4,9.2,0,29.54,0,6,Sunday,4,0
orders_daily,692840,697298,1405.0,25.02,28,31.5,64.1,12.8,0,22.59,0,4,Wednesday,21,0
products_daily,294884,286718,648.5,17.05,18,41.9,49.2,2.7,3,13.01,0,2,Friday,4,0
sales_daily,713863,736443,1140.3,37.78,30,51.5,57.2,1.7,0,35.27,0,8,Saturday,8,0
sales_daily,883364,884902,1537.8,33.89,30,37.7,75.1,8.5,0,31.55,0,4,Thursday,3,0
inventory_daily,510293,513037,1054.2,21.94,22,37.9,67.1,1.0,1,16.76,2,2,Wednesday,2,0
inventory_daily,613031,611377,1063.3,26.82,22,40.9,69.3,15.6,0,20.38,0,8,Sunday,4,0
orders_daily,766792,775630,1700.9,37.97,28,83.9,95.9,2.9,1,34.24,0,6,Saturday,5,0
payments_daily,336530,339319,434.4,36.57,32,69.0,37.1,6.8,0,31.75,0,2,Sunday,23,0
customer_daily,511665,535298,934.9,28.39,25,53.8,51.8,2.3,0,26.11,0,2,Wednesday,5,0
customer_daily,644565,647123,1014.0,21.67,25,44.9,45.6,11.7,0,20.5,1,6,Saturday,22,0
sales_daily,554147,550985,934.4,34.88,30,37.0,63.4,2.2,0,33.56,0,6,Saturday,4,0
orders_daily,957867,943247,1650.6,28.06,28,45.3,76.5,4.4,0,23.82,0,6,Monday,6,0
orders_daily,890017,912526,1775.2,27.47,28,59.4,73.2,0.3,0,20.02,0,4,Friday,3,0
orders_daily,927933,897945,1416.8,33.86,28,66.9,73.3,9.2,0,27.37,0,4,Tuesday,18,0
inventory_daily,578813,578583,910.9,21.05,22,42.0,51.4,9.0,0,18.33,1,4,Wednesday,0,0
orders_daily,940464,922993,1927.7,23.25,28,25.8,72.8,0.7,0,19.85,0,8,Friday,14,0
customer_daily,484018,487013,808.5,31.43,25,69.7,68.1,3.1,1,31.91,0,2,Monday,14,0
inventory_daily,444412,438378,1014.6,23.01,22,72.2,79.2,0.7,3,23.28,0,6,Thursday,6,0
orders_daily,885567,916844,1695.0,24.34,28,33.7,71.9,2.1,0,20.56,0,6,Saturday,5,0
products_daily,280314,284277,540.3,18.15,18,56.5,39.2,1.4,0,18.29,0,2,Sunday,8,0
orders_daily,862927,863051,1283.9,30.19,28,31.1,,1.8,0,25.56,0,4,Wednesday,2,0
products_daily,397287,407874,904.1,15.21,18,37.2,42.2,3.6,2,12.96,0,4,Wednesday,2,0
inventory_daily,510035,530842,769.2,21.05,22,35.2,36.4,4.1,3,23.21,0,4,Tuesday,3,0
customer_daily,699693,697991,1248.6,24.87,25,69.0,79.3,6.9,0,14.58,0,6,Friday,22,0
sales_daily,478591,476186,1016.3,20.15,30,15.0,42.5,10.7,0,15.26,0,2,Saturday,3,0
orders_daily,1034280,1036493,1779.5,39.57,28,80.3,99.0,9.7,0,26.58,0,4,Wednesday,3,0
customer_daily,1020755,986597,1673.0,34.79,25,89.0,81.6,1.2,4,37.13,0,2,Friday,3,0
sales_daily,1015304,1001480,1904.6,30.88,30,39.0,95.1,4.1,0,28.88,0,6,Friday,20,0
payments_daily,319186,325518,634.1,33.64,32,56.8,53.9,10.5,0,31.44,0,4,Sunday,0,1
inventory_daily,728105,741233,1511.7,23.26,22,72.1,75.4,2.5,0,22.79,0,2,Wednesday,7,0
customer_daily,653574,660029,1343.1,20.84,25,41.8,69.0,0.6,0,16.19,0,4,Tuesday,18,0
products_daily,318392,326001,574.9,20.05,18,63.9,55.8,3.7,0,18.27,0,2,Wednesday,3,0
sales_daily,757210,764376,1592.9,25.61,30,43.3,62.0,8.8,1,17.97,0,4,Sunday,5,0
orders_daily,847202,830220,1515.5,19.28,28,20.9,40.9,2.9,0,16.43,0,4,Sunday,20,0
orders_daily,495342,504299,838.6,27.67,28,53.3,51.4,1.4,2,25.76,1,4,Thursday,19,0
inventory_daily,578749,568965,999.2,21.31,22,64.3,59.0,2.7,0,24.13,1,4,Wednesday,23,0
inventory_daily,470300,451323,1017.9,30.67,22,64.7,73.8,4.0,0,29.58,0,4,Friday,3,0
inventory_daily,481193,488921,662.8,19.3,22,31.3,34.1,6.4,0,16.33,0,2,Saturday,18,0
inventory_daily,527333,519316,822.4,21.09,22,34.2,48.4,2.8,0,20.8,1,6,Monday,14,0
orders_daily,825375,792464,1212.6,26.1,28,30.9,58.2,3.5,0,22.15,0,4,Monday,4,0
orders_daily,947488,957193,1706.8,24.92,28,38.3,72.7,6.4,0,23.85,0,8,Saturday,5,0
